43.619	-3.5216e-02	8.8709e-02	3.0131e-02
38.919	-1.1315e-02	1.1458e-01	3.8857e-02
31.137	1.3251e-01	2.0320e-01	6.4289e-02
30.000	1.9768e-01	2.2856e-01	7.0201e-02
27.900	3.4875e-01	2.9472e-01	8.4078e-02
26.124	5.8653e-01	3.8368e-01	1.0033e-01
24.597	7.8034e-01	4.9639e-01	1.1990e-01
23.268	9.7686e-01	6.2899e-01	1.4310e-01
22.100	1.0647e+00	7.7196e-01	1.7036e-01
21.062	1.0790e+00	9.2241e-01	2.0177e-01
20.134	8.8695e-01	1.0544e+00	2.3622e-01
19.298	7.8201e-01	1.1892e+00	2.7367e-01
18.540	3.5449e-01	1.2630e+00	3.1174e-01
17.848	-9.2035e-02	1.3390e+00	3.5321e-01
17.215	-4.0591e-01	1.3957e+00	3.9239e-01
16.633	-5.5557e-01	1.4473e+00	4.3228e-01
16.095	-1.0224e+00	1.4418e+00	4.7010e-01
15.596	-8.6842e-01	1.4793e+00	5.0586e-01
15.132	-1.0917e+00	1.4904e+00	5.4298e-01
14.699	-1.2276e+00	1.5004e+00	5.8142e-01
14.294	-1.3978e+00	1.4533e+00	6.1230e-01
13.914	-9.6077e-01	1.4997e+00	6.4267e-01
13.557	-1.5569e+00	1.4389e+00	6.7770e-01
13.221	-1.4373e+00	1.4346e+00	7.1096e-01
12.903	-1.6206e+00	1.4323e+00	7.4020e-01
12.603	-1.2797e+00	1.4486e+00	7.6373e-01
12.318	-8.6348e-01	1.4397e+00	7.8545e-01
12.048	-9.7388e-01	1.4247e+00	8.1690e-01
11.791	-1.2375e+00	1.4088e+00	8.4119e-01
11.546	-8.4382e-01	1.4485e+00	8.6568e-01
11.313	-8.7118e-01	1.4171e+00	8.8938e-01
11.090	-7.3635e-01	1.4220e+00	9.0839e-01
10.877	-5.9597e-01	1.3746e+00	9.2304e-01
10.673	-7.3260e-01	1.4471e+00	9.5816e-01
10.478	-2.6019e-01	1.4755e+00	9.7188e-01
10.290	9.2706e-02	1.4943e+00	9.9608e-01
10.110	-4.5924e-01	1.4149e+00	1.0152e+00
9.938	2.1829e-01	1.4709e+00	1.0321e+00
9.771	9.8592e-02	1.4691e+00	1.0441e+00
9.611	-3.8901e-02	1.4690e+00	1.0738e+00
9.457	-2.9190e-01	1.4174e+00	1.0877e+00
9.308	-4.5384e-01	1.4391e+00	1.1070e+00
9.164	-3.4105e-01	1.4135e+00	1.1278e+00
9.026	-1.1761e-01	1.4894e+00	1.1407e+00
8.892	-6.4826e-01	1.4136e+00	1.1668e+00
8.762	-1.1902e-01	1.5197e+00	1.1737e+00
8.636	8.5698e-02	1.4954e+00	1.1942e+00
8.515	3.3316e-02	1.5303e+00	1.2127e+00
8.397	-3.1490e-02	1.4753e+00	1.2207e+00
8.283	-5.9578e-02	1.4965e+00	1.2417e+00
8.172	1.0769e-01	1.5518e+00	1.2557e+00
8.064	-3.1217e-01	1.4648e+00	1.2739e+00
7.960	4.3778e-01	1.5073e+00	1.2834e+00
7.859	-3.2943e-01	1.4900e+00	1.3043e+00
7.760	4.5673e-02	1.4787e+00	1.3093e+00
7.664	4.2380e-01	1.5278e+00	1.3295e+00
7.570	-3.1003e-01	1.4544e+00	1.3426e+00
7.480	3.8955e-01	1.5376e+00	1.3508e+00
7.391	-4.4217e-01	1.4876e+00	1.3745e+00
7.305	6.8556e-03	1.5341e+00	1.3836e+00
7.221	2.1625e-01	1.4971e+00	1.3921e+00
7.139	2.3586e-01	1.4981e+00	1.4040e+00
7.059	2.5499e-01	1.4991e+00	1.4157e+00
6.981	2.7365e-01	1.5000e+00	1.4271e+00
6.905	2.9183e-01	1.5009e+00	1.4384e+00
6.830	3.0976e-01	1.5018e+00	1.4495e+00
6.757	3.2722e-01	1.5027e+00	1.4604e+00
6.686	3.4420e-01	1.5036e+00	1.4711e+00
6.617	3.6071e-01	1.5044e+00	1.4815e+00
6.549	3.7697e-01	1.5052e+00	1.4918e+00
6.483	3.9276e-01	1.5060e+00	1.5018e+00
6.418	4.0830e-01	1.5068e+00	1.5118e+00
6.354	4.2361e-01	1.5076e+00	1.5216e+00
6.292	4.3844e-01	1.5083e+00	1.5312e+00
6.231	4.5303e-01	1.5091e+00	1.5406e+00
6.172	4.6714e-01	1.5098e+00	1.5498e+00
6.113	4.8125e-01	1.5105e+00	1.5590e+00
6.056	4.9488e-01	1.5112e+00	1.5680e+00
6.000	5.0827e-01	1.5118e+00	1.5768e+00
5.945	5.2143e-01	1.5125e+00	1.5855e+00
